"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_sanitise_if_formula_prefixes_plus_sign","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-60-session-persistence-silent-refresh.feature: Returning user with a valid refresh cookie stays signed in after a page refresh","320","test_returning_user_with_a_valid_refresh_cookie_stays_signed_in_after_a_page_refresh","tests.integration","2026-09-19","passed","2026-09-19","","test_refresh_api","",""
"","2","test_new_rejects_empty_merchant_pattern","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"A second correction for the same merchant updates the existing
    rule's category rather than creating a second one -- backs AC3's
    ""personal rule set"" framing (one current mapping per merchant, not an
    append-only history).","1","test_update_transaction_handler_upserts_rather_than_duplicates_on_repeated_correction","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_handlers","",""
"","3","test_garbage_bearer_token_is_rejected","tests.integration","2026-09-19","passed","2026-09-19","","test_transactions_api","",""
"FINTRACK-17 rewrite (was test_xss_payload_in_csv_category_is_stored_as_inert_text_not_executed,
    which asserted the payload was ""stored verbatim, as data"" -- it no
    longer is stored at all, verbatim or otherwise). The category column
    is superseded by the auto-categorisation engine (ADR-012, decision
    D): no rule matches ""Purchase"", so the row's category becomes
    ""Uncategorised"" and the XSS-shaped text in the CSV's category column
    is simply discarded during staging. See
    test_xss_payload_in_csv_note_is_stored_as_inert_text_not_executed
    below for the description/note column, which is unaffected and still
    stores its payload verbatim as inert JSON data.","578","test_xss_payload_in_csv_category_column_never_becomes_transaction_data","tests.security","2026-09-19","passed","2026-09-19","","test_imports_security","",""
"","1","test_google_verifier_rejects_wrong_issuer","tests.unit","2026-09-19","passed","2026-09-19","","test_oauth_verifier","",""
"","1","test_apply_update_rejects_sql_injection_shaped_category_on_update","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_domain","",""
"","1","test_apply_update_bumps_updated_at_without_changing_created_at","tests.unit","2026-09-19","passed","2026-09-19","","test_budget_domain","",""
"The denylist TTL is the token's own exp -- keeping an entry longer
    than the token could ever be valid for would grow the store without
    bound, which is what keeps Redis usage bounded by construction.","0","test_denylist_entry_expires_with_the_token_not_later","tests.unit","2026-09-19","passed","2026-09-19","","test_refresh_session","",""
"","0","test_dashboard_totals_and_categorises_current_month_spending","tests.unit","2026-09-19","passed","2026-09-19","","test_spending_insights_handler","",""
"","0","test_raise_ceiling_if_higher_raises_and_returns_true_when_amount_is_higher","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_justification_domain","",""
"Directly exercises Gherkin scenario 7: 2 Done, 1 Dismiss, 1 Ignored
    over the rolling window -> 50%.","0","test_rate_matches_the_gherkin_scenario_exactly_2_done_1_dismissed_1_ignored","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_handlers","",""
"","4","test_auth_bypass_missing_token_rejected_on_update","tests.security","2026-09-19","passed","2026-09-19","","test_budgets_security","",""
"","4","test_auth_bypass_malformed_authorization_header_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_insights_security","",""
"","2","test_is_valid_date_accepts_us_slash_format","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","13","test_all_subscription_endpoints_require_auth","tests.integration","2026-09-19","passed","2026-09-19","","test_subscriptions_api","",""
"Converse direction: Bob has a strong (normal-priority) history on
    ""Dining""; Alice's own history on the same category name is poor.
    Alice must still be deprioritised on her own merits -- Bob's good
    record must never be read, joined, or applied to Alice's computation.
    ","1243","test_bobs_high_follow_through_never_leaks_into_alices_computation","tests.security","2026-09-19","passed","2026-09-19","","test_recommendation_prioritisation_security","",""
"","6","test_all_alert_endpoints_require_auth","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"","4","test_auth_bypass_token_signed_with_wrong_secret_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_transactions_security","",""
"","1","test_update_staged_rows_handler_fixes_an_invalid_row_and_revalidates","tests.unit","2026-09-19","passed","2026-09-19","","test_import_command_handlers","",""
"","0","test_delete_budget_removes_it","tests.unit","2026-09-19","passed","2026-09-19","","test_budget_handlers","",""
"","1129","test_a_users_rule_does_not_auto_categorise_another_users_import","tests.integration","2026-09-19","passed","2026-09-19","","test_categorisation_rules_api","",""
"","2","test_new_rejects_sqli_shaped_category","tests.unit","2026-09-19","passed","2026-09-19","","test_budget_domain","",""
"","0","test_money_parse_rejects_zero","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_domain","",""
"","0","test_new_strips_category_whitespace","tests.unit","2026-09-19","passed","2026-09-19","","test_budget_domain","",""
"","3","test_auth_bypass_missing_token_rejected_on_overview","tests.security","2026-09-19","passed","2026-09-19","","test_budgets_security","",""
"","1","test_recommendation_never_reflects_another_users_data","tests.unit","2026-09-19","passed","2026-09-19","","test_weekly_recommendation_handler","",""
"","4","test_auth_bypass_expired_token_rejected_on_confirm","tests.security","2026-09-19","passed","2026-09-19","","test_subscriptions_security","",""
"","1142","test_attempt_to_access_another_users_budget_data","tests.integration","2026-09-19","passed","2026-09-19","","test_budgets_api","",""
"","0","test_is_valid_amount_accepts_plain_decimal","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","846","setting a budget for a category shows its progress bar","chromium","2026-09-19","passed","2026-09-19","","budgets.spec.ts","",""
"","3","test_auth_bypass_missing_token_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_recommendations_security","",""
"","0","test_expired_token_is_rejected","tests.unit","2026-09-19","passed","2026-09-19","","test_refresh_session","",""
"One row per (user_id, merchant) -- a merchant pattern for one user
    must never be visible to, or updated by, another user's transactions.","1","test_two_different_users_with_the_same_merchant_get_independent_rows","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_handlers","",""
"","1","test_budget_risk_with_low_follow_through_still_outranks_subscription_with_high","tests.unit","2026-09-19","passed","2026-09-19","","test_weekly_recommendation_prioritisation","",""
"","3","test_auth_bypass_missing_token_rejected_on_dismiss","tests.security","2026-09-19","passed","2026-09-19","","test_subscriptions_security","",""
"","1689","test_large_dataset_of_1000_rows_stages_and_commits_completely","tests.integration","2026-09-19","passed","2026-09-19","","test_imports_api","",""
"Matches the BA's Gherkin scenario 1 exactly.","0","test_find_matching_rule_matches_substring_case_insensitively","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"Session edge case the Gherkin doesn't spell out: verifies logout's
    effect is real and observable through the actual HTTP layer, not just
    at the handler level (already covered in tests/unit).
    ","560","test_logout_actually_revokes_the_session_end_to_end","tests.integration","2026-09-19","passed","2026-09-19","","test_login_logout_api","",""
"Callers (the handler) don't guarantee ordering -- detect_pattern
    must sort by transaction_date itself rather than trusting input order,
    since an out-of-order gap gives a nonsensical (or negative) interval.","1","test_detect_pattern_sorts_occurrences_before_computing_gaps","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_domain","",""
"","0","test_password_mismatch_rejected","tests.unit","2026-09-19","passed","2026-09-19","","test_register_user","",""
"If the payload had reached a query unparameterised, a DROP TABLE
    would take out every account, not just fail to authenticate one. A
    real, unrelated user logging in successfully right after is the
    strongest evidence the table is intact.
    ","830","test_sql_injection_does_not_disturb_other_accounts","tests.security","2026-09-19","passed","2026-09-19","","test_login_security","",""
"`provider` is pattern-locked ^(google|apple)$ at the Pydantic layer
    -- a SQLi-shaped provider value must fail validation (422) rather than
    ever reach the router/handler/repository.","3","test_sql_injection_via_provider_field_rejected_by_schema_before_any_query","tests.security","2026-09-19","passed","2026-09-19","","test_oauth_security","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-16-statement-import.feature: File contains zero valid transactions","597","test_file_contains_zero_valid_transactions","tests.integration","2026-09-19","passed","2026-09-19","","test_imports_api","",""
"The commit-time skip is silent to the HTTP response by design
    (best-effort batch import), but it must still be observable in logs.
    Regression test for the gap found during FINTRACK-16's QA pass:
    skipped rows previously produced zero log signal; import_commit_rows_skipped
    is logged at WARNING whenever a row is skipped during commit.

    FINTRACK-17 update: the payload now targets the description/note
    column, not category -- as of ADR-012, an SQLi payload in the
    category column is discarded during staging and never reaches
    Transaction.new(), so it can no longer trigger a commit-time skip
    (see test_sql_injection_in_csv_category_column_never_becomes_transaction_data
    above). The note column is unaffected by that change and still
    flows into Transaction.new() unchanged, so it's still the live
    vector this log line needs to cover.","572","test_security_event_is_logged_on_csv_row_sql_injection_attempt","tests.security","2026-09-19","passed","2026-09-19","","test_imports_security","",""
"","3","test_create_transaction_without_auth_token_returns_401","tests.integration","2026-09-19","passed","2026-09-19","","test_transactions_api","",""
"","3","test_auth_bypass_malformed_authorization_header_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_subscriptions_security","",""
"","0","test_new_accepts_two_decimal_places","tests.unit","2026-09-19","passed","2026-09-19","","test_budget_domain","",""
"","3","test_auth_bypass_missing_token_rejected_on_delete","tests.security","2026-09-19","passed","2026-09-19","","test_budgets_security","",""
"","0","test_transaction_new_strips_whitespace_from_category_and_note","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_domain","",""
"","281","test_an_access_token_cannot_be_presented_as_a_refresh_cookie","tests.security","2026-09-19","passed","2026-09-19","","test_refresh_security","",""
"","2","test_parse_csv_statement_rejects_empty_file_with_no_header","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","2","test_apple_verifier_rejects_unknown_kid","tests.unit","2026-09-19","passed","2026-09-19","","test_oauth_verifier","",""
"","3","test_auth_bypass_malformed_authorization_header_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_follow_through_security","",""
"Matches Gherkin: 'Sixth login attempt within 15 minutes is
    rate-limited'. Uses a real counting fake (not Redis) to verify the
    handler actually calls into the rate limiter before touching the
    repository, and stops at the threshold.
    ","1","test_rate_limit_exceeded_raises_before_any_db_lookup","tests.unit","2026-09-19","passed","2026-09-19","","test_login_logout_user","",""
"","1","test_rotation_mints_a_fresh_jti_on_both_tokens","tests.unit","2026-09-19","passed","2026-09-19","","test_refresh_session","",""
"AC4: dismissing must have no effect on whether future alerts fire --
    at the domain level, that means dismiss() touches dismissed_at and
    nothing else (no category/threshold/period mutation that could
    accidentally change how a future dedup lookup matches this row).","1","test_dismiss_does_not_change_any_other_field","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_domain","",""
"","650","test_threshold_crossed_multiple_times_via_rapid_transactions_fires_only_once","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"","8","test_auth_bypass_empty_or_missing_credentials_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_login_security","",""
"","570","test_attempt_to_set_an_invalid_budget_limit_zero","tests.integration","2026-09-19","passed","2026-09-19","","test_budgets_api","",""
"","1","test_exactly_30_pct_follow_through_rate_is_not_deprioritised","tests.unit","2026-09-19","passed","2026-09-19","","test_recommendation_prioritisation","",""
"","1","test_create_categorisation_rule_scopes_rules_per_user","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_handlers","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-14-login-logout.feature: Sixth login attempt within 15 minutes is rate-limited","1684","test_sixth_login_attempt_within_15_minutes_is_ratelimited","tests.integration","2026-09-19","passed","2026-09-19","","test_login_logout_api","",""
"","0","test_trailing_months_bounds_six_months_including_current","tests.unit","2026-09-19","passed","2026-09-19","","test_date_ranges","",""
"","560","test_sql_injection_in_category_field_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_budgets_security","",""
"AC5: a second transaction that keeps spend above 90% must not
    produce a second alert for the same (user, category, period,
    threshold).","0","test_threshold_crossing_fires_only_once_per_period","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_handlers","",""
"","3","test_create_categorisation_rule_without_auth_token_returns_401","tests.integration","2026-09-19","passed","2026-09-19","","test_categorisation_rules_api","",""
"","1","test_new_rejects_overlong_category","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"The honest shape of this control, asserted rather than glossed:
    rotation does NOT prevent the first fraudulent use. It guarantees the
    second is rejected -- which is what turns theft into a detectable
    event. The threat model records this as residual risk T1.
    ","288","test_a_stolen_refresh_token_works_once_and_then_never_again","tests.security","2026-09-19","passed","2026-09-19","","test_refresh_security","",""
"","562","test_dashboard_returns_a_generic_error_body_not_a_stack_trace_on_failure","tests.integration","2026-09-19","passed","2026-09-19","","test_insights_api","",""
"","3","test_auth_bypass_missing_token_rejected_on_dismiss","tests.security","2026-09-19","passed","2026-09-19","","test_alerts_security","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-60-session-persistence-silent-refresh.feature: First-time visitor with no refresh cookie at all is not blocked by the refresh attempt","141","test_firsttime_visitor_with_no_refresh_cookie_at_all_is_not_blocked_by_the_refresh_attempt","tests.integration","2026-09-19","passed","2026-09-19","","test_refresh_api","",""
"","0","test_parse_csv_statement_does_not_flag_normal_rows_alongside_a_flagged_one","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","1593","test_dashboard_loads_acceptably_and_stays_accurate_with_1000_plus_transactions","tests.integration","2026-09-19","passed","2026-09-19","","test_insights_api","",""
"Documents, rather than silently skipping, the accessibility item
    from the QA Lead checklist: N/A for the same reason FINTRACK-14/15's
    equivalent tests give -- this is a backend-only story this sprint, no
    upload/review UI exists yet. Applicable once the frontend ships.","0","test_accessibility_not_applicable_documented","tests.integration","2026-09-19","passed","2026-09-19","","test_imports_api","",""
"Large-dataset check: 90 days of history (well past the 56-day rate
    window) -- history returns all of it, rate only counts what's inside
    the window.","705","test_large_history_still_returns_correctly_and_rate_only_counts_the_rolling_window","tests.integration","2026-09-19","passed","2026-09-19","","test_follow_through_api","",""
"","1","test_month_sequence_is_gap_free_and_chronological","tests.unit","2026-09-19","passed","2026-09-19","","test_date_ranges","",""
"","1","test_replaying_a_rotated_token_raises_replay_error","tests.unit","2026-09-19","passed","2026-09-19","","test_refresh_session","",""
"Converse of the recovery test -- confirms recovery is genuinely
    conditional on the most recent occurrence, not just on time passing.","1","test_still_deprioritised_when_most_recent_occurrence_is_not_done","tests.unit","2026-09-19","passed","2026-09-19","","test_recommendation_prioritisation","",""
"","1","test_create_budget_creates_a_new_budget","tests.unit","2026-09-19","passed","2026-09-19","","test_budget_handlers","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-13-user-registration.feature: Attempt SQL injection in email field during registration","313","test_attempt_sql_injection_in_email_field_during_registration","tests.integration","2026-09-19","passed","2026-09-19","","test_register_api","",""
"","1146","test_follow_through_history_scoped_to_the_authenticated_user_only","tests.integration","2026-09-19","passed","2026-09-19","","test_follow_through_api","",""
"","4","test_justify_endpoint_requires_auth","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"The route catches InvalidRefreshTokenError broadly and returns one
    identical 401. If RefreshTokenReplayError ever stopped subclassing it,
    a replay would escape as an unhandled 500 -- so the relationship is
    asserted, not assumed.","0","test_replay_error_is_an_invalid_refresh_token_error","tests.unit","2026-09-19","passed","2026-09-19","","test_refresh_session","",""
"The core auth-bypass-adjacent check for login: an attacker probing
    for valid emails must not be able to distinguish 'no such account'
    from 'wrong password' via status code, body, or headers.
    ","829","test_auth_bypass_unknown_email_and_wrong_password_return_identical_response","tests.security","2026-09-19","passed","2026-09-19","","test_login_security","",""
"","1","test_budget_spend_just_under_threshold_does_not_trigger","tests.unit","2026-09-19","passed","2026-09-19","","test_weekly_recommendation_handler","",""
"","0","test_staged_import_counts_reflect_row_statuses","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","0","test_find_matching_rule_returns_none_for_empty_rule_list","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"As with test_alerts_security.py's equivalent: the payload
    legitimately appears in FastAPI's own 422 validation-error body
    (standard Pydantic behaviour) -- not a reflection risk in a JSON-only
    API. The security property under test is that this never reaches the
    handler or a query at all.","561","test_sql_injection_shaped_subscription_id_path_param_rejected_as_malformed_uuid","tests.security","2026-09-19","passed","2026-09-19","","test_subscriptions_security","",""
"Matches Gherkin scenario 3 exactly: a header row with no data rows
    is NOT corrupted -- it stages successfully showing ""0 transactions
    found"". This was a real bug found during this QA pass: the function
    previously raised CorruptedFileError here, contradicting the Gherkin.
    ","0","test_parse_csv_statement_header_only_zero_data_rows_returns_empty_list_not_error","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","0","test_create_budget_scopes_budgets_per_user","tests.unit","2026-09-19","passed","2026-09-19","","test_budget_handlers","",""
"","603","test_budget_category_with_too_few_occurrences_keeps_native_priority","tests.integration","2026-09-19","passed","2026-09-19","","test_recommendation_prioritisation_api","",""
"","1175","test_idor_list_never_leaks_another_users_subscriptions","tests.security","2026-09-19","passed","2026-09-19","","test_subscriptions_security","",""
"","0","test_find_matching_rule_prefers_longest_pattern_when_multiple_match","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"","1","test_sanitise_if_formula_prefixes_equals_sign","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","1152","test_alert_data_is_scoped_to_the_authenticated_user_only","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"","0","test_malformed_token_is_rejected","tests.unit","2026-09-19","passed","2026-09-19","","test_refresh_session","",""
"","1","test_new_rejects_limit_at_or_above_the_ceiling","tests.unit","2026-09-19","passed","2026-09-19","","test_budget_domain","",""
"","1","test_list_history_does_not_touch_a_pending_record_still_within_window","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_handlers","",""
"Matches the Gherkin scenario exactly: SQL injection in the
    transaction description/note field.","564","test_sql_injection_in_note_field_rejected","tests.security","2026-09-19","passed","2026-09-19","","test_transactions_security","",""
"","1207","test_attempt_to_justify_another_users_alert","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"","0","test_confirm_sets_status_confirmed","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_handlers","",""
"AC4's auto-ignore is a system transition, not a user action --
    actioned_at stays None so a later query can distinguish a real click
    from the automatic timeout.","1","test_mark_ignored_sets_status_but_does_not_set_actioned_at","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_record_domain","",""
"","616","test_dashboard_totals_and_categorises_current_month_spending","tests.integration","2026-09-19","passed","2026-09-19","","test_insights_api","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-38-oauth-google.feature: Google denies or the user cancels consent","33","test_google_denies_or_the_user_cancels_consent","tests.integration","2026-09-19","passed","2026-09-19","","test_oauth_api","",""
"confirm_password only ever reaches a string equality check
    (RegisterUserHandler.handle) -- a SQLi-shaped mismatch must fail as a
    plain validation error, not as a DB or server error.
    ","5","test_sql_injection_shaped_confirm_password_mismatch_rejected_safely","tests.security","2026-09-19","passed","2026-09-19","","test_register_api_security","",""
"","0","test_three_monthly_charges_with_amount_variance_within_tolerance_are_flagged","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_domain","",""
"","0","test_new_normalises_merchant_pattern_to_upper_case","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"","1","test_ensure_creates_a_distinct_record_for_a_different_period","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_handlers","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-14-login-logout.feature: Attempt to log in with an incorrect password","860","test_attempt_to_log_in_with_an_incorrect_password","tests.integration","2026-09-19","passed","2026-09-19","","test_login_logout_api","",""
"Boundary complement to the above -- exactly MIN_SAMPLE occurrences,
    all failing, must already be eligible for deprioritisation.","0","test_exactly_minimum_sample_size_with_low_rate_is_deprioritised","tests.unit","2026-09-19","passed","2026-09-19","","test_recommendation_prioritisation","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-13-user-registration.feature: Successfully register a new account","307","test_successfully_register_a_new_account","tests.integration","2026-09-19","passed","2026-09-19","","test_register_api","",""
"CORRECTED (2026-07-23): the first version of this test wrongly
    asserted the SQLi-shaped transaction succeeds (201). It doesn't --
    Transaction.new() runs _reject_if_suspicious() on `note` as well as
    `category` (see apps/api/domain/models/transaction.py), so this is
    rejected with 400 before subscription detection ever sees it, exactly
    like test_alerts_security.py's equivalent test for Alert.category.
    That earlier wrong assertion is almost certainly what was failing in
    CI. The real security property here is: the SQLi-shaped input never
    reaches the merchant-clustering path at all, and an unrelated victim's
    own subscription data is completely unaffected by the attacker's
    rejected attempt.","1217","test_sql_injection_shaped_note_is_rejected_at_transaction_creation_not_subscription_detection","tests.security","2026-09-19","passed","2026-09-19","","test_subscriptions_security","",""
"","1","test_is_overdue_false_once_already_done_even_if_old","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_record_domain","",""
"IDOR at the handler layer -- the attacker gets the same
    SubscriptionNotFoundError as a truly nonexistent id.","1","test_confirm_raises_not_found_for_another_users_subscription","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_handlers","",""
"Security-critical path: a verified-email OAuth login matching an
    existing password-based account links rather than duplicates.","1","test_verified_email_links_to_existing_password_account","tests.unit","2026-09-19","passed","2026-09-19","","test_oauth_login_user","",""
"","561","test_justifying_a_nonexistent_alert_returns_404","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-14-login-logout.feature: Successfully log in with correct credentials","585","test_successfully_log_in_with_correct_credentials","tests.integration","2026-09-19","passed","2026-09-19","","test_login_logout_api","",""
"","0","test_create_transaction_handler_propagates_invalid_amount_error","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_handlers","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-60-session-persistence-silent-refresh.feature: Deep link is preserved across a silent refresh","316","test_deep_link_is_preserved_across_a_silent_refresh","tests.integration","2026-09-19","passed","2026-09-19","","test_refresh_api","",""
"","0","test_logout_with_no_cookie_raises_no_active_session","tests.unit","2026-09-19","passed","2026-09-19","","test_login_logout_user","",""
"IDOR prevention at the handler layer, same pattern as
    UpdateTransactionHandler's equivalent test.","1","test_update_staged_rows_handler_raises_not_found_for_another_users_import","tests.unit","2026-09-19","passed","2026-09-19","","test_import_command_handlers","",""
"The password field is never used to build a query -- it only ever
    reaches bcrypt.hashpw() as opaque bytes -- so a SQLi-shaped password
    should register successfully like any other string, not error out.
    A 500 or a DB-shape error here would indicate the string leaked into
    a query path somewhere; a clean 201 confirms it didn't.
    ","279","test_sql_injection_shaped_password_is_hashed_not_executed","tests.security","2026-09-19","passed","2026-09-19","","test_register_api_security","",""
"","606","test_budget_risk_recommendation_via_real_api","tests.integration","2026-09-19","passed","2026-09-19","","test_recommendations_api","",""
"","1","test_justify_raises_not_found_for_a_nonexistent_alert","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_handlers","",""
"Rate limit must short-circuit before the (expensive, external)
    verifier is ever called -- same principle as LoginUserHandler checking
    the limiter before any DB call.","1","test_rate_limit_checked_before_token_verification","tests.unit","2026-09-19","passed","2026-09-19","","test_oauth_login_user","",""
"","3","test_xss_payload_never_reflected_in_oauth_response","tests.security","2026-09-19","passed","2026-09-19","","test_oauth_security","",""
"","0","test_new_assigns_a_fresh_id_and_timestamps","tests.unit","2026-09-19","passed","2026-09-19","","test_categorisation_rule_domain","",""
"A well-formed-but-nonexistent UUID must fail the same way a real
    other-user id does (404), never leak a stack trace or a distinct
    error shape that would help an attacker distinguish the two cases.","563","test_idor_a_forged_alert_id_belonging_to_no_one_returns_404_not_500","tests.security","2026-09-19","passed","2026-09-19","","test_alerts_security","",""
"","273","test_xss_payload_never_reflected_in_login_response","tests.security","2026-09-19","passed","2026-09-19","","test_login_security","",""
"","0","test_transaction_new_treats_blank_note_as_none","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_domain","",""
"Logout has written to this denylist since FINTRACK-14 with nothing
    reading it. This is the test that the write now has a reader.","1","test_a_token_revoked_by_logout_is_also_rejected","tests.unit","2026-09-19","passed","2026-09-19","","test_refresh_session","",""
"","0","test_raise_ceiling_if_higher_is_a_no_op_and_returns_false_when_amount_is_lower","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_justification_domain","",""
"","1","test_parse_csv_statement_flags_and_sanitises_formula_injection_in_category","tests.unit","2026-09-19","passed","2026-09-19","","test_import_batch_domain","",""
"","648","test_a_fourth_transaction_refreshes_the_existing_subscription_not_a_duplicate","tests.integration","2026-09-19","passed","2026-09-19","","test_subscriptions_api","",""
"`action` never reaches a query at all -- RecordRecommendationActionHandler
    checks it against a fixed allow-list (VALID_ACTIONS) before any
    repository call. A SQLi-shaped string is just another invalid value,
    rejected the same way ""delete"" is in the Gherkin's negative scenario.","1145","test_sql_injection_shaped_action_value_is_rejected_by_application_validation_not_a_query","tests.security","2026-09-19","passed","2026-09-19","","test_follow_through_security","",""
"","656","test_a_plain_dismiss_does_not_suppress_future_similar_alerts","tests.integration","2026-09-19","passed","2026-09-19","","test_alerts_api","",""
"","1","test_note_less_transaction_is_skipped_entirely","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_handlers","",""
"AC6: the access token is in-memory only. If the server ever set it
    as a cookie it would be persisted by the browser regardless of what
    apps/web does.","283","test_the_response_never_sets_the_access_token_as_a_cookie","tests.security","2026-09-19","passed","2026-09-19","","test_refresh_security","",""
"AC5: dismissed pattern not re-suggested -- even though the pattern
    still matches perfectly, a DISMISSED row must not be touched.","0","test_dismissed_subscription_is_never_resurfaced_by_re_detection","tests.unit","2026-09-19","passed","2026-09-19","","test_subscription_handlers","",""
"AC3: a transaction that would otherwise clear the rolling-average
    multiplier is suppressed if it's <= the category's justified ceiling.","0","test_large_transaction_suppressed_when_at_or_below_justified_ceiling","tests.unit","2026-09-19","passed","2026-09-19","","test_alert_handlers","",""
"","1","test_update_transaction_handler_applies_a_partial_update","tests.unit","2026-09-19","passed","2026-09-19","","test_transaction_handlers","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-60-session-persistence-silent-refresh.feature: Tokens are never exposed to client-side script or persistent storage","316","test_tokens_are_never_exposed_to_clientside_script_or_persistent_storage","tests.integration","2026-09-19","passed","2026-09-19","","test_refresh_api","",""
"Missing, malformed, expired, wrong-type and replayed must be
    indistinguishable from outside. A caller learning WHICH failed would
    learn whether a token was ever valid.","581","test_every_rejection_reason_returns_an_identical_response","tests.security","2026-09-19","passed","2026-09-19","","test_refresh_security","",""
"AC5: reviewed rows use the same CreateTransactionCommand shape as
    manual entry, tagged entry_source=csv_import.","1","test_commit_import_handler_commits_ok_rows_with_entry_source_csv_import","tests.unit","2026-09-19","passed","2026-09-19","","test_import_command_handlers","",""
"A refresh token is a valid, correctly-signed JWT -- but must not be
    accepted in place of an access token (same principle logout already
    enforces the other direction, ADR-009).","4","test_refresh_token_used_as_bearer_token_is_rejected","tests.integration","2026-09-19","passed","2026-09-19","","test_transactions_api","",""
"/home/runner/work/finance-tracker-app/finance-tracker-app/tests/features/FINTRACK-14-login-logout.feature: Attempt SQL injection in the email field during login","857","test_attempt_sql_injection_in_the_email_field_during_login","tests.integration","2026-09-19","passed","2026-09-19","","test_login_logout_api","",""
"","1","test_record_action_dismiss_transitions_the_record","tests.unit","2026-09-19","passed","2026-09-19","","test_follow_through_handlers","",""
"","3","test_auth_bypass_missing_id_token_rejected_by_schema","tests.security","2026-09-19","passed","2026-09-19","","test_oauth_security","",""
